Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
jujubes,Common Jujube (Ziziphus jujuba 'Li'),https://garden.org/plants/view/165522/Common-Jujube-Ziziphus-jujuba-Li/,Not suitable for containers,Late fall or early winter,Inconspicuous,Deciduous,Perennial,Tolerates poor soil,Tree,Drought tolerant,,"Street Tree, Xeriscapic",Full Sun,"Erosion control, Shade Tree","Bees, Birds, Butterflies",Yellow,,Thirty feet.,,,,Fifty feet.,Edible to birds,,,"Self fertile, Scarify seeds: Very hard coat., Sow in situ",,"Under 1"""
jujubes,Jujube (Ziziphus jujuba 'Sherwood'),https://garden.org/plants/view/717032/Jujube-Ziziphus-jujuba-Sherwood/,Not suitable for containers,Summer,Inconspicuous,Deciduous,Perennial,Tolerates poor soil,Tree,Drought tolerant,,"Street Tree, Xeriscapic",Full Sun,"Erosion control, Shade Tree","Bees, Birds, Butterflies",Yellow,,,,,,,Edible to birds,,,"Self fertile, Scarify seeds: Very hard coat., Sow in situ",,"Under 1"""
lambsears,Lambs' Ears (Stachys byzantina),https://garden.org/plants/view/79078/Lambs-Ears-Stachys-byzantina/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Summer, Late summer or early fall",Showy,"Unusual foliage color, Other: Soft to the touch.",Perennial,,Herb/Forb,"Deer Resistant, Humidity tolerant",,Xeriscapic,"Full Sun, Full Sun to Partial Shade",Groundcover,"Bees, Butterflies, Hummingbirds","Pink, White, Bi-Color: pink/white",,24 inches,,,,18 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,"Provide light, Needs specific temperature: 70F, Days to germinate: 21-35, Depth to plant seed: Surface sow., Sow in situ, Start indoors, Can handle transplanting, Other info: Sow late winter, 8-10 weeks before last frost.  Transplant in the Spring.  Pinch back when transplanting.  Space 16"" apart.  Self seeds & spreads by roots.",,
lambsears,Betony (Stachys spathulata),https://garden.org/plants/view/323635/Betony-Stachys-spathulata/,,Summer,Showy,Other: Soft to the touch.,Perennial,,Herb/Forb,Humidity tolerant,,,"Full Sun, Full Sun to Partial Shade",Groundcover,"Bees, Butterflies","Pink, Purple",,6 to 12 inches (15-30 cm),,,,4 to 8 inches (10-20 cm),,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,"Provide light, Needs specific temperature: 70F, Days to germinate: 21-35, Depth to plant seed: Surface sow., Start indoors, Can handle transplanting, Other info: Sow late winter, 8-10 weeks before last frost.  Transplant in the Spring.  Pinch back when transplanting.  Space 16"" apart.  Self seeds & spreads by roots.",,
lambsears,Lamb's Ears (Stachys),https://garden.org/plants/view/703451/Lambs-Ears-Stachys/,,,,Other: Soft to the touch.,Perennial,,Herb/Forb,Humidity tolerant,,,"Full Sun, Full Sun to Partial Shade",Groundcover,,,,,,,,,,,,"Provide light, Needs specific temperature: 70F, Days to germinate: 21-35, Depth to plant seed: Surface sow., Start indoors, Can handle transplanting, Other info: Sow late winter, 8-10 weeks before last frost.  Transplant in the Spring.  Pinch back when transplanting.  Space 16"" apart.  Self seeds & spreads by roots.",,
lambsears,Drummond's Hedgenettle (Stachys drummondii),https://garden.org/plants/view/85437/Drummonds-Hedgenettle-Stachys-drummondii/,,,,Other: Soft to the touch.,Perennial,,Herb/Forb,Humidity tolerant,,,"Full Sun, Full Sun to Partial Shade",Groundcover,,,,,,,,,,,,"Provide light, Needs specific temperature: 70F, Days to germinate: 21-35, Depth to plant seed: Surface sow., Start indoors, Can handle transplanting, Other info: Sow late winter, 8-10 weeks before last frost.  Transplant in the Spring.  Pinch back when transplanting.  Space 16"" apart.  Self seeds & spreads by roots.",,
leeks,Leek (Allium ampeloprasum 'Large American Flag'),https://garden.org/plants/view/125975/Leek-Allium-ampeloprasum-Large-American-Flag/,Suitable in 3 gallon or larger,Summer,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Vegetable,,White,,,,,,,,,,,,
leeks,Leek (Allium ampeloprasum 'Lancelot'),https://garden.org/plants/view/125974/Leek-Allium-ampeloprasum-Lancelot/,Suitable in 3 gallon or larger,Summer,Showy,,Perennial,,Herb/Forb,,,,Full Sun,"Vegetable, Suitable as Annual",,White,,,,,,12-16 inches,,,,"Days to germinate: 10-14 days, Depth to plant seed: 1/4 inch, Sow in situ, Start indoors",,
leeks,Leek (Allium ampeloprasum 'Zermatt'),https://garden.org/plants/view/160143/Leek-Allium-ampeloprasum-Zermatt/,Suitable in 3 gallon or larger,Summer,Showy,,Perennial,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,Vegetable,,White,,6-10 inches,,,,12-18 inches,,Zone 7b -15 °C (5 °F) to -12.2 °C (10 °F),,Can handle transplanting,,
leeks,Leeks (Allium ampeloprasum),https://garden.org/plants/view/75202/Leeks-Allium-ampeloprasum/,Suitable in 3 gallon or larger,Summer,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Vegetable,,White,,,,,,,,,,,,
lettuces,Lettuce (Lactuca sativa 'Yugoslavian Red Butterhead'),https://garden.org/plants/view/151872/Lettuce-Lactuca-sativa-Yugoslavian-Red-Butterhead/,,,,Other: Grown for its edible leaves,Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info: Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening.",,
lettuces,Loose-leaf Lettuce (Lactuca sativa 'Salad Bowl'),https://garden.org/plants/view/144716/Loose-leaf-Lettuce-Lactuca-sativa-Salad-Bowl/,,,,"Other: Grown for its edible leaves. Lime green, frilly, deeply cut leaves.",Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,large,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening..  50 DTM.  OP variety.",,
lettuces,Lettuce (Lactuca sativa 'Red Romaine'),https://garden.org/plants/view/610411/Lettuce-Lactuca-sativa-Red-Romaine/,,,,"Unusual foliage color, Other: Long, crunchy, spoon shaped leaves become deep purple / red when mature, especially in cool weather.  Good market variety. Tender stems.",Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,10-12 inches,,,,10 inches,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening. 40 DTM.  OP variety.",,
lettuces,Butterhead Lettuce (Lactuca sativa 'Tom Thumb'),https://garden.org/plants/view/92465/Butterhead-Lettuce-Lactuca-sativa-Tom-Thumb/,,,,"Other: Grown for its edible leaves. Dark green outer leaves, creamy yellow interior.",Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,size of a baseball,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening.  OP variety.",,
lettuces,Lettuce (Lactuca sativa 'Rouge d'Hiver'),https://garden.org/plants/view/92468/Lettuce-Lactuca-sativa-Rouge-dHiver/,,,,Other: Grown for its edible green leaves with bronze tips. Loose-headed for a Romaine. Flavor better in Fall or over-wintered. Bitter in heat.,Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening. 65 DTM. 1840s French heirloom (Vilmorin 1885)",,
lettuces,Cos Lettuce (Lactuca sativa 'Little Gem'),https://garden.org/plants/view/92479/Cos-Lettuce-Lactuca-sativa-Little-Gem/,,,,"Other: Grown for its edible leaves. Miniature Romaine, green with blanched interior.",Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,4 inches,,,,4-6 inches,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening. 33 DTM.  OP variety.  Thin to 6.5 inches apart both ways.",,
lettuces,Lettuce (Lactuca sativa 'Parris Island'),https://garden.org/plants/view/144701/Lettuce-Lactuca-sativa-Parris-Island/,,,,Other: Grown for its edible leaves,Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info: Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening.",,
lettuces,Romaine (Lactuca sativa 'Willow'),https://garden.org/plants/view/798328/Romaine-Lactuca-sativa-Willow/,,,,Other: Grown for its edible leaves,Annual,,Herb/Forb,Powdery Mildew,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Vegetable, Salad greens",Other Beneficial Insects,,,6 inches,,,,12-18 Inches,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info: Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening.",,
lettuces,Lettuces (Lactuca sativa),https://garden.org/plants/view/77401/Lettuces-Lactuca-sativa/,,,,Other: Grown for its edible leaves,Annual,,Herb/Forb,,,,Full Sun,"Vegetable, Salad greens",,,,,,,,,,,,"Self fertile, Needs specific temperature: 40F to 75F. Fastest from 60F to 70F., Days to germinate: 2-15, Depth to plant seed: 1/8 inch deep, Sow in situ, Start indoors, Can handle transplanting, Other info:  Lettuce almost never cross-pollinates. It has perfect flowers and usually self-pollinates before opening.",,
lilacs,Lilac (Syringa x hyacinthiflora 'Sweetheart'),https://garden.org/plants/view/143220/Lilac-Syringa-x-hyacinthiflora-Sweetheart/,,,"Showy, Blooms on old wood",Deciduous,,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",,Butterflies,,,,,,,,,,,,,
lilacs,Lilac (Syringa vulgaris 'Belle de Nancy'),https://garden.org/plants/view/701213/Lilac-Syringa-vulgaris-Belle-de-Nancy/,,,"Showy, Blooms on old wood, Other: Double",Deciduous,,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",,Butterflies,Pink,,,,,,,,,,,,
lilacs,French Lilac (Syringa vulgaris 'Miss Ellen Willmott'),https://garden.org/plants/view/131559/French-Lilac-Syringa-vulgaris-Miss-Ellen-Willmott/,Not suitable for containers,Spring,"Showy, Fragrant, Blooms on old wood",Deciduous,Perennial,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",Xeriscapic,"Full Sun, Full Sun to Partial Shade","Windbreak or Hedge, Cut Flower, Will Naturalize","Bees, Butterflies",White,,8-12 feet,,,,8-12 feet,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Stolons and runners,,,"Under 1"""
lilacs,French Lilac (Syringa vulgaris 'Michel Buchner'),https://garden.org/plants/view/792973/French-Lilac-Syringa-vulgaris-Michel-Buchner/,,,"Showy, Blooms on old wood",Deciduous,,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",,Butterflies,,,,,,,,,,,,,
lilacs,Common Lilac (Syringa vulgaris 'Wonder Blue'),https://garden.org/plants/view/169798/Common-Lilac-Syringa-vulgaris-Wonder-Blue/,,Spring,"Showy, Fragrant, Blooms on old wood",Deciduous,,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",Cut Flower,"Bees, Butterflies, Hummingbirds","Blue, Lavender",,3 feet,,,,5 feet,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,
lilacs,Lilac (Syringa vulgaris 'Sensation'),https://garden.org/plants/view/79155/Lilac-Syringa-vulgaris-Sensation/,Not suitable for containers,"Spring, Late spring or early summer","Showy, Fragrant, Blooms on old wood",Deciduous,Perennial,,Shrub,Deer Resistant,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",Xeriscapic,"Full Sun, Full Sun to Partial Shade","Windbreak or Hedge, Provides winter interest, Guardian plant, Cut Flower","Bees, Butterflies",Bi-Color: Purple rimmed with white,,6-12 feet,,,,8-15 feet,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Stolons and runners,,,"Under 1"""
lilacs,Common Lilac (Syringa vulgaris 'Arch McKean'),https://garden.org/plants/view/131554/Common-Lilac-Syringa-vulgaris-Arch-McKean/,,,"Showy, Blooms on old wood",Deciduous,,,Shrub,,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",,Butterflies,Purple,,,,Agincourt Beauty X Rochester,,,,,,,,
lilacs,Lilac (Syringa First Editions® Virtual Violet™),https://garden.org/plants/view/735949/Lilac-Syringa-First-Editions-Virtual-Violet/,,"Spring, Other: Remove faded flowers right after they bloom to ensure blooms the following year.","Showy, Fragrant, Blooms on old wood, Other: Upright habit","Deciduous, Other: Shiny violet new leaves before turning all green. Leaf petioles remain violet well into the summer.",Perennial,Patent/Plant Breeders' Rights: PPAF,Shrub,Powdery Mildew,"Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8), Moderately alkaline (7.9 – 8.4)",,"Full Sun, Full Sun to Partial Shade",Windbreak or Hedge,Butterflies,"Purple, Other: Violet flowers, raspberry-purple buds and deep purple stems",,5 - 7 feet,,,,6 - 8 feet,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,
lilies,Lily (Lilium pyrenaicum),https://garden.org/plants/view/117971/Lily-Lilium-pyrenaicum/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Cut Flower,,Bi-Color: Yellow and green,,,,,,,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,
lilies,Lily (Lilium 'Viva La Vida'),https://garden.org/plants/view/778177/Lily-Lilium-Viva-La-Vida/,,Summer,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",Cut Flower,,"Bi-Color: Yellow with red center,  spots",,,,,,,,,"Offsets, Other: Bulb scaling.",Other info: Species lilies will come true from seed; cultivars and hybrids will not.,Other: All parts of the plant are lethal to cats,
lilies,Lily (Lilium 'Fusion'),https://garden.org/plants/view/708683/Lily-Lilium-Fusion/,Suitable in 3 gallon or larger,Summer,Showy,,Perennial,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,"Full Sun, Full Sun to Partial Shade",Cut Flower,,"Multi-Color: Outside of tepals red-dusky pink. Inside of tepals large, irregular, golden yellow patch with numerous spots.",,,,Lilium pardalinum x Lilium longiflorum,,3-5 feet,,,"Offsets, Other: Bulb scaling.",Other info: Species lilies will come true from seed; cultivars and hybrids will not.,Other: All parts of the plant are lethal to cats,"3""-4"""
lilies,Lily (Lilium auratum),https://garden.org/plants/view/77536/Lily-Lilium-auratum/,Suitable in 3 gallon or larger,,"Showy, Fragrant",Other: Herbaceous,Perennial,,Herb/Forb,,Slightly acid (6.1 – 6.5),,"Full Sun, Full Sun to Partial Shade",Cut Flower,,Multi-Color: White and yellow with spots.,,,,,,,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,"Over 12"""
lilies,Lily (Lilium 'Flavia'),https://garden.org/plants/view/549540/Lily-Lilium-Flavia/,,Summer,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,Full Sun,Cut Flower,,"Red, Yellow, Bi-Color: Yellow with large red blotch, darker red midribs",,,,,,4 - 5 feet,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,"6""-12"""
lilies,Lily (Lilium 'Ramona'),https://garden.org/plants/view/769401/Lily-Lilium-Ramona/,,Summer,Showy,,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",Cut Flower,,White,,,,,,,,,"Offsets, Other: Bulb scaling.",Other info: Species lilies will come true from seed; cultivars and hybrids will not.,Other: All parts of the plant are lethal to cats,
lilies,Lily (Lilium 'Moonyeen'),https://garden.org/plants/view/231691/Lily-Lilium-Moonyeen/,,,Showy,,Perennial,,Herb/Forb,,,,"Full Sun, Partial or Dappled Shade",Cut Flower,,,,,,,,,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,
lilies,Lily (Lilium 'Sunny Morning'),https://garden.org/plants/view/231739/Lily-Lilium-Sunny-Morning/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun,Cut Flower,,,,,,,,,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,
lilies,Lily (Lilium 'Corsage'),https://garden.org/plants/view/232982/Lily-Lilium-Corsage/,,Summer,Showy,Other: Herbaceous,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade",Cut Flower,,"Pink, Other: With white center and deep maroon spots.",,,,,,4 feet,,,"Offsets, Other: Bulb scaling.","Will not come true from seed, Other info: Species lilies will come true from seed; cultivars and hybrids will not.",Other: All parts of the plant are lethal to cats,
mammillarias,Conchilinque (Mammillaria pectinifera),https://garden.org/plants/view/143410/Conchilinque-Mammillaria-pectinifera/,Needs excellent drainage in pots,,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,Suitable for miniature gardens,,"Pink, White",,0.4 to 1.2 inches,,,,,,,,,,"Under 1"", 1""-2"""
mammillarias,Biznaga de Otero (Mammillaria oteroi),https://garden.org/plants/view/143409/Biznaga-de-Otero-Mammillaria-oteroi/,"Suitable in 1 gallon, Needs excellent drainage in pots",,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,,,"White, Other: White with reddish mid veins",,,,,,,Showy,Zone 9b -3.9 °C (25 °F) to -1.1 °C (30 °F),,,,"Under 1"""
mammillarias,Feather Cactus (Mammillaria plumosa),https://garden.org/plants/view/118401/Feather-Cactus-Mammillaria-plumosa/,"Suitable in 3 gallon or larger, Suitable for hanging baskets, Needs excellent drainage in pots, Preferred depth: Azalea pot or bowl proportions","Winter, Year Round","Fragrant, Other: The white flowers blend in with the color of the plumose spines, but when pinkish in color the flowers are quite showy",,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,Drought tolerant,,Xeriscapic,"Full Sun, Full Sun to Partial Shade",,,"Pink, White",,12-16 inches,RHS AGM,,,12 inches,"Other: Pinkish-purple fruit, that some might consider showy given the color of the cactus, but shaped like typical Mammillaria fruits",Zone 9a -6.7 °C (20 °F) to -3.9 °C (25 °F),"Cuttings: Stem, Offsets",,,"Under 1"", 1""-2"""
mammillarias,Twin-Spined Cactus (Mammillaria geminispina),https://garden.org/plants/view/115867/Twin-Spined-Cactus-Mammillaria-geminispina/,Needs excellent drainage in pots,,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,,,,,,,,,,RHS AGM,,,,,,,,,
mammillarias,California Fishhook Cactus (Mammillaria dioica),https://garden.org/plants/view/142696/California-Fishhook-Cactus-Mammillaria-dioica/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots",,,,Perennial,"Tolerates poor soil, With thorns/spines/prickles/teeth, Dioecious",Cactus/Succulent,Drought tolerant,,Xeriscapic,Full Sun,Will Naturalize,,Other: Cream with pink to red mid-stripes,,,,,,6-12 inches,"Showy, Edible to birds",Zone 9b -3.9 °C (25 °F) to -1.1 °C (30 °F),,,,"Under 1"""
mammillarias,Texas Nipple Cactus (Mammillaria prolifera subsp. texana),https://garden.org/plants/view/144918/Texas-Nipple-Cactus-Mammillaria-prolifera-subsp-texana/,Needs excellent drainage in pots,,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,,,Other: Cream or pinkish yellow,,,,,,,Showy,Zone 9b -3.9 °C (25 °F) to -1.1 °C (30 °F),,,,"Under 1"""
mammillarias,Biznaga de Isla Pichilingue (Mammillaria albicans subsp. fraileana),https://garden.org/plants/view/492603/Biznaga-de-Isla-Pichilingue-Mammillaria-albicans-subsp-fraileana/,Needs excellent drainage in pots,,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,,,,,,,,,,,,,,,,,,,
mammillarias,Sierra Canelo Pincushion Cactus (Mammillaria standleyi),https://garden.org/plants/view/120682/Sierra-Canelo-Pincushion-Cactus-Mammillaria-standleyi/,Needs excellent drainage in pots,,,,Perennial,With thorns/spines/prickles/teeth,Cactus/Succulent,Drought tolerant,,Xeriscapic,,,,Other: Purplish red,,,,,,,,,,,,
marjoram,Purple Marjoram (Origanum laevigatum 'Hopley's'),https://garden.org/plants/view/124514/Purple-Marjoram-Origanum-laevigatum-Hopleys/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall",Showy,"Unusual foliage color, Fragrant, Other: Gray-green",Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,"Xeriscapic, Alpine Gardening",Full Sun,"Erosion control, Dried Flower, Suitable as Annual","Bees, Butterflies","Pink, Purple, Other: Purplish-pink; Reddish-purple",,20 - 28 inches,,,,20 - 28 inches,,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),,,,
marjoram,Ornamental Oregano (Origanum laevigatum 'Herrenhausen'),https://garden.org/plants/view/78050/Ornamental-Oregano-Origanum-laevigatum-Herrenhausen/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Summer, Late summer or early fall",Showy,Fragrant,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant",,"Xeriscapic, Alpine Gardening",Full Sun,"Erosion control, Will Naturalize, Suitable as Annual","Bees, Butterflies","Pink, Purple, Other: Purple-pink; Deep rose-violet; Mauve-pink; Dark purple lilac",,12 - 24 inches,,,,12 to 18 inches,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,
marjoram,Marjorams (Origanum laevigatum),https://garden.org/plants/view/305608/Marjorams-Origanum-laevigatum/,,,,,,,,,,,,,,,,,,,,,,,,,,
milkweed,Butterfly Milkweed (Asclepias tuberosa),https://garden.org/plants/view/75379/Butterfly-Milkweed-Asclepias-tuberosa/,Needs excellent drainage in pots,"Late spring or early summer, Summer, Late summer or early fall, Other: Deadheading flowers ensures more flowering throughout the season.",Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant, Drought tolerant",,,"Full Sun, Full Sun to Partial Shade",Will Naturalize,"Bees, Butterflies",Orange,,12 - 36 inches,Other: 2017 Perennial Plant of the Year; 2010 Georgia Gold Medal Winner,,,12 - 36 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Cuttings: Root,"Provide light, Stratify seeds: 1 month at 40 degrees, Days to germinate: 30 to 120, Suitable for wintersowing","Leaves are poisonous, Roots are poisonous","Under 1"""
milkweed,Tropical Milkweed (Asclepias curassavica),https://garden.org/plants/view/71518/Tropical-Milkweed-Asclepias-curassavica/,,"Late spring or early summer, Summer, Late summer or early fall",Showy,"Evergreen, Other: Grows best in light, rich, evenly moist, well-drained soil in full sun. It has a much longer flowering period than the perennial milkweeds. Pointed, opposite, lanceolate leaves (to 6"" long). Leaves are medium green sometimes with white midribs. Monarch",Perennial,,Herb/Forb,Deer Resistant,,,"Full Sun, Full Sun to Partial Shade","Cut Flower, Suitable as Annual","Bees, Butterflies, Hummingbirds",Other: Red-orange with yellow hood,,1.5-2 feet,,,,2-3 feet,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),Cuttings: Stem,,Other: Consider wearing gloves when working with these plants because the milky sap is poisonous if ingested and can be toxic to human skin. Plants can be poisonous to livestock. Take precautions as far as preventing any accidental contact of the sap with your e,
milkweed,Common Milkweed (Asclepias syriaca),https://garden.org/plants/view/75378/Common-Milkweed-Asclepias-syriaca/,Not suitable for containers,"Late spring or early summer, Summer","Showy, Fragrant",,Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Humidity tolerant, Drought tolerant",,,Full Sun to Partial Shade,"Vegetable, Will Naturalize","Bees, Butterflies","Pink, Purple",,12 - 18 inches,,,,24 - 48 inches,Showy,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,"Provide light, Stratify seeds: 1 month cold moist treatment, Suitable for wintersowing, Sow in situ","Leaves are poisonous, Roots are poisonous","Under 1"""
milkweed,Tropical Milkweed (Asclepias curassavica 'Silky Gold'),https://garden.org/plants/view/111091/Tropical-Milkweed-Asclepias-curassavica-Silky-Gold/,Needs excellent drainage in pots,"Late spring or early summer, Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,,Perennial,,Herb/Forb,"Deer Resistant, Humidity tolerant","Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5)",,"Full Sun, Full Sun to Partial Shade","Cut Flower, Suitable as Annual","Bees, Butterflies, Hummingbirds",Yellow,,2 to 3 feet,,,,3 to 4 feet,"Dehiscent, Other: 2 to 3 inch long pods containing numerous silky seeds.",Zone 9a -6.7 °C (20 °F) to -3.9 °C (25 °F),Cuttings: Stem,"Needs specific temperature: 65-70ºF, Days to germinate: 2 to 3 weeks, Depth to plant seed: Shallowly sow at depth of approximately 1/4 inch; keep moist., Other info: Direct sow in spring.",,"Under 1"""
